Unnamed: 0,brand_powertrain,attention_score
座椅靠背角度调节,吉利汽车 插电式混合动力 增程式,7.198
传感器可靠性,吉利汽车 插电式混合动力 增程式,6.796
车机芯片算力,吉利汽车 插电式混合动力 增程式,6.919
座椅调整防夹,吉利汽车 插电式混合动力 增程式,6.89
三脚架,吉利汽车 插电式混合动力 增程式,6.665
耐热,吉利汽车 插电式混合动力 增程式,6.782
耐寒,吉利汽车 插电式混合动力 增程式,6.761
远程开启／关闭车窗,吉利汽车 插电式混合动力 增程式,6.769
30%SOC～80%SOC,吉利汽车 插电式混合动力 增程式,6.935
夏季城市纯电续航,吉利汽车 插电式混合动力 增程式,6.783
车辆追踪／报警,吉利汽车 插电式混合动力 增程式,6.752
安全带主动预紧,吉利汽车 插电式混合动力 增程式,6.98
超充兼容性,吉利汽车 插电式混合动力 增程式,6.6
防尘,吉利汽车 插电式混合动力 增程式,6.774
无钥匙进入／启动,吉利汽车 插电式混合动力 增程式,7.135
仅限用物质,吉利汽车 插电式混合动力 增程式,6.666
主动安全车道保持,吉利汽车 插电式混合动力 增程式,7.038
防水,吉利汽车 插电式混合动力 增程式,6.779
一键寻车,吉利汽车 插电式混合动力 增程式,6.754
防晒,吉利汽车 插电式混合动力 增程式,6.778
音响声音分区,吉利汽车 插电式混合动力 增程式,6.765
正碰时车身强度,吉利汽车 插电式混合动力 增程式,7.068
侧碰时车身强度,吉利汽车 插电式混合动力 增程式,7.065
追尾时车身强度,吉利汽车 插电式混合动力 增程式,7.051
偏置碰时车身强度,吉利汽车 插电式混合动力 增程式,7.063
车机屏幕数量,吉利汽车 插电式混合动力 增程式,6.866
座椅位置调节,吉利汽车 插电式混合动力 增程式,7.214
车距调节,吉利汽车 插电式混合动力 增程式,6.917
并线辅助,吉利汽车 插电式混合动力 增程式,6.793
座椅靠背厚度,吉利汽车 插电式混合动力 增程式,7.212
悬架软硬度,吉利汽车 插电式混合动力 增程式,6.812
电耗NEDC,吉利汽车 插电式混合动力 增程式,6.568
开门预警,吉利汽车 插电式混合动力 增程式,6.871
自动落锁,吉利汽车 插电式混合动力 增程式,6.951
摄像头,吉利汽车 插电式混合动力 增程式,6.953
座椅按摩,吉利汽车 插电式混合动力 增程式,6.616
碰撞后自动拨打120,吉利汽车 插电式混合动力 增程式,6.876
车内视野,吉利汽车 插电式混合动力 增程式,6.893
高精地图,吉利汽车 插电式混合动力 增程式,6.821
热成型钢强度,吉利汽车 插电式混合动力 增程式,7.049
碰撞解锁,吉利汽车 插电式混合动力 增程式,6.946
碰撞前车身姿态调整,吉利汽车 插电式混合动力 增程式,6.515
空调风量,吉利汽车 插电式混合动力 增程式,7.11
灯光,吉利汽车 插电式混合动力 增程式,7.327
抬头显示,吉利汽车 插电式混合动力 增程式,6.568
夜视系统,吉利汽车 插电式混合动力 增程式,6.172
车内夜间效果,吉利汽车 插电式混合动力 增程式,6.69
儿童误触碰,吉利汽车 插电式混合动力 增程式,6.595
车漆质感,吉利汽车 插电式混合动力 增程式,6.882
涉水深度,吉利汽车 插电式混合动力 增程式,6.509
夜间行人监测,吉利汽车 插电式混合动力 增程式,6.263
内饰异响,吉利汽车 插电式混合动力 增程式,6.084
SOS紧急呼叫,吉利汽车 插电式混合动力 增程式,6.924
轮胎附着力,吉利汽车 插电式混合动力 增程式,6.811
坐垫柔软程度,吉利汽车 插电式混合动力 增程式,7.269
内饰接缝与拼接,吉利汽车 插电式混合动力 增程式,7.016
隔振,吉利汽车 插电式混合动力 增程式,6.763
空调出风口设计,吉利汽车 插电式混合动力 增程式,7.032
CarPlay,吉利汽车 插电式混合动力 增程式,6.778
自动空调,吉利汽车 插电式混合动力 增程式,7.291
车载KTV,吉利汽车 插电式混合动力 增程式,6.01
悬架形式,吉利汽车 插电式混合动力 增程式,6.937
高清大屏,吉利汽车 插电式混合动力 增程式,7.413
空调风感,吉利汽车 插电式混合动力 增程式,6.967
毫米波雷达,吉利汽车 插电式混合动力 增程式,6.593
方向盘功能,吉利汽车 插电式混合动力 增程式,7.033
空调噪音,吉利汽车 插电式混合动力 增程式,6.593
记忆泊车,吉利汽车 插电式混合动力 增程式,6.199
哨兵模式,吉利汽车 插电式混合动力 增程式,6.399
手势控制,吉利汽车 插电式混合动力 增程式,5.977
方向盘虚位,吉利汽车 插电式混合动力 增程式,6.609
侧面外观,吉利汽车 插电式混合动力 增程式,7.434
激光雷达,吉利汽车 插电式混合动力 增程式,5.966
0%SOC～100%SOC,吉利汽车 插电式混合动力 增程式,6.542
座椅头枕,吉利汽车 插电式混合动力 增程式,7.128
馈电状态短时最高车速,吉利汽车 插电式混合动力 增程式,6.702
车载游戏,吉利汽车 插电式混合动力 增程式,5.992
座椅腰部支撑,吉利汽车 插电式混合动力 增程式,7.086
360影像,吉利汽车 插电式混合动力 增程式,7.059
座椅周边储物空间,吉利汽车 插电式混合动力 增程式,6.733
转弯半径,吉利汽车 插电式混合动力 增程式,6.703
轴距,吉利汽车 插电式混合动力 增程式,7.371
方向盘加热,吉利汽车 插电式混合动力 增程式,6.201
NOA,吉利汽车 插电式混合动力 增程式,6.325
无图自动驾驶,吉利汽车 插电式混合动力 增程式,5.986
负离子发生器,吉利汽车 插电式混合动力 增程式,6.624
座椅折叠后空间,吉利汽车 插电式混合动力 增程式,7.1
双层玻璃,吉利汽车 插电式混合动力 增程式,6.529
OTA,吉利汽车 插电式混合动力 增程式,6.933
车门板储物空间,吉利汽车 插电式混合动力 增程式,6.928
座椅打孔,吉利汽车 插电式混合动力 增程式,6.711
冬季高速纯电续航,吉利汽车 插电式混合动力 增程式,6.189
手部放置空间,吉利汽车 插电式混合动力 增程式,6.919
座椅腿托,吉利汽车 插电式混合动力 增程式,6.487
仪表盘,吉利汽车 插电式混合动力 增程式,7.044
馈电状态可持续最高车速,吉利汽车 插电式混合动力 增程式,6.734
香氛,吉利汽车 插电式混合动力 增程式,6.186
满电状态短时最高车速,吉利汽车 插电式混合动力 增程式,7.177
保值率,吉利汽车 插电式混合动力 增程式,6.314
前备箱空间,吉利汽车 插电式混合动力 增程式,5.977
车顶线条,吉利汽车 插电式混合动力 增程式,6.956
座椅联动,吉利汽车 插电式混合动力 增程式,6.304
三排进出便利性,吉利汽车 插电式混合动力 增程式,6.524
维修便利性,吉利汽车 插电式混合动力 增程式,6.563
无线充电,吉利汽车 插电式混合动力 增程式,6.365
扶手箱空间,吉利汽车 插电式混合动力 增程式,6.905
夏季高速纯电续航,吉利汽车 插电式混合动力 增程式,6.728
满电状态可持续最高车速,吉利汽车 插电式混合动力 增程式,7.151
空调分区,吉利汽车 插电式混合动力 增程式,7.142
后轮转向,吉利汽车 插电式混合动力 增程式,5.861
车窗外观,吉利汽车 插电式混合动力 增程式,6.634
主动降噪,吉利汽车 插电式混合动力 增程式,6.531
轮毂外观,吉利汽车 插电式混合动力 增程式,6.72
灭菌,吉利汽车 插电式混合动力 增程式,6.462
滤芯更换提醒,吉利汽车 插电式混合动力 增程式,6.468
中控面板功能,吉利汽车 插电式混合动力 增程式,7.196
质保时间,吉利汽车 插电式混合动力 增程式,6.817
手套箱空间,吉利汽车 插电式混合动力 增程式,6.617
保养周期,吉利汽车 插电式混合动力 增程式,6.735
靠背加热,吉利汽车 插电式混合动力 增程式,6.657
主驾操作区功能,吉利汽车 插电式混合动力 增程式,7.115
车门大小,吉利汽车 插电式混合动力 增程式,6.76
靠背通风,吉利汽车 插电式混合动力 增程式,6.469
充电接口,吉利汽车 插电式混合动力 增程式,6.468
座椅头枕音箱,吉利汽车 插电式混合动力 增程式,6.111
车门开度,吉利汽车 插电式混合动力 增程式,6.765
离地间隙,吉利汽车 插电式混合动力 增程式,6.559
接近角,吉利汽车 插电式混合动力 增程式,6.401
离去角,吉利汽车 插电式混合动力 增程式,6.4
转向回正力,吉利汽车 插电式混合动力 增程式,6.735
开关门质感,吉利汽车 插电式混合动力 增程式,6.685
可变转向比,吉利汽车 插电式混合动力 增程式,6.214
悬架高度,吉利汽车 插电式混合动力 增程式,6.524
小桌板,吉利汽车 插电式混合动力 增程式,5.941
自动驻车,吉利汽车 插电式混合动力 增程式,7.042
天窗,吉利汽车 插电式混合动力 增程式,6.869
制动热衰退,吉利汽车 插电式混合动力 增程式,6.635
方向盘周边储物空间,吉利汽车 插电式混合动力 增程式,6.374
儿童座椅适配,吉利汽车 插电式混合动力 增程式,6.483
遮阳帘功能,吉利汽车 插电式混合动力 增程式,6.234
后视镜视野,吉利汽车 插电式混合动力 增程式,6.841
零重力座椅,吉利汽车 插电式混合动力 增程式,6.304
副驾交互区功能,吉利汽车 插电式混合动力 增程式,6.633
大床模式空间,吉利汽车 插电式混合动力 增程式,6.22
转向座椅肋部支撑,吉利汽车 插电式混合动力 增程式,6.025
座椅老板键,吉利汽车 插电式混合动力 增程式,6.048
齿轮啸叫,吉利汽车 插电式混合动力 增程式,6.213
麋鹿测试,吉利汽车 插电式混合动力 增程式,6.735
车顶扶手,吉利汽车 插电式混合动力 增程式,6.027
前方视野,吉利汽车 插电式混合动力 增程式,7.02
电吸门便利性,吉利汽车 插电式混合动力 增程式,6.103
易损件寿命,吉利汽车 插电式混合动力 增程式,6.611
敲齿,吉利汽车 插电式混合动力 增程式,6.187
吭音,吉利汽车 插电式混合动力 增程式,6.186
门把手便利性,吉利汽车 插电式混合动力 增程式,6.568
冷暖冰箱,吉利汽车 插电式混合动力 增程式,5.965
脚部放置空间,吉利汽车 插电式混合动力 增程式,7.258
女王座椅,吉利汽车 插电式混合动力 增程式,6.112
爬陡坡性能,吉利汽车 插电式混合动力 增程式,7.031
三把锁,吉利汽车 插电式混合动力 增程式,5.888
制动辅助ABS/ESP/EPB,吉利汽车 插电式混合动力 增程式,7.226
高热工况性能,吉利汽车 插电式混合动力 增程式,6.797
高寒工况性能,吉利汽车 插电式混合动力 增程式,6.678
侧面视野,吉利汽车 插电式混合动力 增程式,6.955
隐私玻璃,吉利汽车 插电式混合动力 增程式,6.564
防晒车顶玻璃,吉利汽车 插电式混合动力 增程式,6.474
满/超载工况性能,吉利汽车 插电式混合动力 增程式,6.822
遮阳帘视野,吉利汽车 插电式混合动力 增程式,6.318
雨刮器视野,吉利汽车 插电式混合动力 增程式,6.588
门板功能,吉利汽车 插电式混合动力 增程式,6.485
高海拔工况性能,吉利汽车 插电式混合动力 增程式,6.702
过道宽度,吉利汽车 插电式混合动力 增程式,6.858
实用小配置,吉利汽车 插电式混合动力 增程式,6.906
制动点头,吉利汽车 插电式混合动力 增程式,6.494
除雾功能,吉利汽车 插电式混合动力 增程式,6.894
除霜功能,吉利汽车 插电式混合动力 增程式,6.902
燃油牌号,吉利汽车 插电式混合动力 增程式,6.526
遮阳板,吉利汽车 插电式混合动力 增程式,6.584
爬长坡性能,吉利汽车 插电式混合动力 增程式,7.013
立柱扶手,吉利汽车 插电式混合动力 增程式,6.01
减速玻璃,吉利汽车 插电式混合动力 增程式,6.685
轮胎外观,吉利汽车 插电式混合动力 增程式,6.233
松油门阻止感,吉利汽车 插电式混合动力 增程式,6.455
二三排控制区功能,吉利汽车 插电式混合动力 增程式,6.283
空气弹簧,吉利汽车 插电式混合动力 增程式,6.002
个性化元素,吉利汽车 插电式混合动力 增程式,6.769
主动阻尼悬挂,吉利汽车 插电式混合动力 增程式,6.028
陡坡缓降,吉利汽车 插电式混合动力 增程式,6.537
后视镜外观,吉利汽车 插电式混合动力 增程式,6.502
接缝大小及均匀性,吉利汽车 插电式混合动力 增程式,6.786
门把手外观,吉利汽车 插电式混合动力 增程式,6.591
卡钳外观,吉利汽车 插电式混合动力 增程式,6.225
雨刮器外观,吉利汽车 插电式混合动力 增程式,6.043
性价比,吉利汽车 汽油,7.958
外观风格,吉利汽车 汽油,7.843
内饰风格,吉利汽车 汽油,7.359
零百加速,吉利汽车 汽油,7.12
油耗WLTC,吉利汽车 汽油,6.271
腿部空间,吉利汽车 汽油,7.436
后备箱及周边空间,吉利汽车 汽油,6.971
动力模式切换平顺性,吉利汽车 汽油,6.834
头部空间,吉利汽车 汽油,7.329
日常实际使用油耗,吉利汽车 汽油,6.508
悬架滤振,吉利汽车 汽油,6.569
油门响应,吉利汽车 汽油,7.138
座椅材质,吉利汽车 汽油,7.108
转向精准度,吉利汽车 汽油,7.248
内饰材料及环保,吉利汽车 汽油,7.009
加速平顺性,吉利汽车 汽油,7.274
前脸外观,吉利汽车 汽油,7.707
隔音,吉利汽车 汽油,6.531
车尾外观,吉利汽车 汽油,7.154
车机系统可靠性,吉利汽车 汽油,6.624
车内布局,吉利汽车 汽油,7.106
油耗NEDC,吉利汽车 汽油,6.287
色彩搭配,吉利汽车 汽油,7.039
中控屏功能,吉利汽车 汽油,7.239
方向盘轻重调节,吉利汽车 汽油,7.031
整车色彩,吉利汽车 汽油,6.881
油耗CLTC,吉利汽车 汽油,6.29
高速再加速性能,吉利汽车 汽油,7.113
语音控制,吉利汽车 汽油,6.986
换挡平顺性,吉利汽车 汽油,7.065
馈电油耗,吉利汽车 汽油,5.866
车身比例,吉利汽车 汽油,7.114
风噪,吉利汽车 汽油,6.15
最长续航里程,吉利汽车 汽油,5.882
智能交互,吉利汽车 汽油,7.008
质感、做工,吉利汽车 汽油,7.15
动力系统可靠／耐久,吉利汽车 汽油,6.801
空调制冷速度,吉利汽车 汽油,7.086
NVH异响,吉利汽车 汽油,6.104
座椅宽度,吉利汽车 汽油,7.081
路噪,吉利汽车 汽油,6.101
异味,吉利汽车 汽油,6.195
储物,吉利汽车 汽油,7.022
车机屏幕分辨率,吉利汽车 汽油,7.024
辅助驾驶车道保持,吉利汽车 汽油,6.649
自适应巡航,吉利汽车 汽油,6.684
空调制热速度,吉利汽车 汽油,7.013
座椅加热,吉利汽车 汽油,6.849
响应速度,吉利汽车 汽油,6.88
座椅调节便利性,吉利汽车 汽油,7.019
坐垫厚度,吉利汽车 汽油,7.095
自动泊车,吉利汽车 汽油,6.589
氛围灯,吉利汽车 汽油,6.389
发动机噪音,吉利汽车 汽油,6.233
自动紧急制动,吉利汽车 汽油,6.77
座椅通风,吉利汽车 汽油,6.445
空调与通风,吉利汽车 汽油,7.002
桌面APP,吉利汽车 汽油,6.637
气囊,吉利汽车 汽油,6.749
安全带,吉利汽车 汽油,6.768
底盘系统可靠／耐久,吉利汽车 汽油,6.768
车身系统可靠／耐久,吉利汽车 汽油,6.811
车道偏离预警,吉利汽车 汽油,6.693
制动距离,吉利汽车 汽油,6.847
前碰撞预警,吉利汽车 汽油,6.687
